layer,weight_shape,feature_shape,feat_dim,num_samples,fro_norm,rel_change,dim_90,dim_95,stable_rank,participation_ratio,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy,dim_90_frac
base_model.model.backbone.stages.2.blocks.8.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1043.72900390625,0.47674324464472684,159,269,6.536640167236328,23.866975784301758,0.3331359326839447,0.4444896876811981,0.5614898204803467,0.6794464588165283,0.7851664423942566,0.11292613636363637
base_model.model.backbone.stages.2.blocks.8.ffn,,"(1280, 1408)",1408,1280,1043.72900390625,0.47674324464472684,159,269,6.536640167236328,23.866975784301758,0.3331359326839447,0.4444896876811981,0.5614898204803467,0.6794464588165283,0.7851664423942566,0.11292613636363637
base_model.model.backbone.stages.2.blocks.8,,"(1280, 1408)",1408,1280,1074.0986328125,0.5539142890489346,204,334,7.444928169250488,30.141183853149414,0.30225011706352234,0.39445456862449646,0.5106653571128845,0.6295817494392395,0.739250898361206,0.14488636363636365
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.softmax,,"(5120, 32)",32,5120,6.739713143133486e-08,1.0656422025006601e-08,32,32,0.004539880435913801,28.99925994873047,0.0009000373538583517,0.0015599504113197327,0.0027161561883985996,0.004520921036601067,,1.0
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,6.739713143133486e-08,1.0656422025006601e-08,32,32,0.004539880435913801,28.99925994873047,0.0009000373538583517,0.0015599504113197327,0.0027161561883985996,0.004520921036601067,,1.0
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,7072.00439453125,0.464041361312605,159,255,6.078670978546143,22.843542098999023,0.33646106719970703,0.4456842839717865,0.5607272982597351,0.6709707379341125,0.7765631675720215,0.11292613636363637
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,7072.00439453125,0.464041361312605,159,255,6.078670978546143,22.843542098999023,0.33646106719970703,0.4456842839717865,0.5607272982597351,0.6709707379341125,0.7765631675720215,0.11292613636363637
base_model.model.backbone.stages.2.blocks.9.attn.w_msa,,"(5120, 1408)",1408,5120,7072.00439453125,0.464041361312605,159,255,6.078670978546143,22.843542098999023,0.33646106719970703,0.4456842839717865,0.5607272982597351,0.6709707379341125,0.7765631675720215,0.11292613636363637
base_model.model.backbone.stages.2.blocks.9.attn.drop,,"(1280, 1408)",1408,1280,3342.82568359375,0.40617127439792833,111,186,5.23954439163208,18.551029205322266,0.36130648851394653,0.4869171679019928,0.6152977347373962,0.7320482134819031,0.8335695862770081,0.07883522727272728
base_model.model.backbone.stages.2.blocks.9.attn,,"(1280, 1408)",1408,1280,3342.82568359375,0.40617127439792833,111,186,5.23954439163208,18.551029205322266,0.36130648851394653,0.4869171679019928,0.6152977347373962,0.7320482134819031,0.8335695862770081,0.07883522727272728
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,5144.71142578125,0.18479775632231388,99,170,3.6566669940948486,11.159693717956543,0.44211429357528687,0.5301851630210876,0.6358560919761658,0.7468537092208862,0.8475920557975769,0.017578125
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1163.653564453125,0.4841894382383612,203,329,7.495510101318359,30.86907386779785,0.29703694581985474,0.3890712261199951,0.5035381317138672,0.6236637234687805,0.7354536652565002,0.14417613636363635
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,2822.973388671875,28.14928190236297,2,3,1.1151516437530518,1.2393783330917358,0.9711641669273376,1.0000001192092896,,,,0.25
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,3590.40283203125,3590402832031250.0,1,1,1.0000768899917603,1.0001537799835205,0.9999902248382568,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,8734.80078125,0.3137535719123983,98,168,3.644406795501709,11.0765962600708,0.4445439577102661,0.5338181257247925,0.6386570930480957,0.7498044371604919,0.8496823310852051,0.01740056818181818
base_model.model.backbone.stages.2.blocks.9.ffn.activate,,"(1280, 5632)",5632,1280,749.6431274414062,1.156914105237178,221,389,6.489265441894531,25.703739166259766,0.31413525342941284,0.4287792146205902,0.5451962947845459,0.6582311987876892,0.7572689652442932,0.039240056818181816
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.2,,"(1280, 5632)",5632,1280,749.6431274414062,1.156914105237178,221,389,6.489265441894531,25.703739166259766,0.31413525342941284,0.4287792146205902,0.5451962947845459,0.6582311987876892,0.7572689652442932,0.039240056818181816
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0,,"(1280, 5632)",5632,1280,749.6431274414062,1.156914105237178,221,389,6.489265441894531,25.703739166259766,0.31413525342941284,0.4287792146205902,0.5451962947845459,0.6582311987876892,0.7572689652442932,0.039240056818181816
base_model.model.backbone.stages.2.blocks.9.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1180.7139892578125,0.5387143339629205,146,252,6.336422443389893,23.421049118041992,0.32438239455223083,0.462189257144928,0.5847650766372681,0.6995840668678284,0.8013322949409485,0.10369318181818182
base_model.model.backbone.stages.2.blocks.9.ffn.layers.2,,"(1280, 1408)",1408,1280,1180.7139892578125,0.5387143339629205,146,252,6.336422443389893,23.421049118041992,0.32438239455223083,0.462189257144928,0.5847650766372681,0.6995840668678284,0.8013322949409485,0.10369318181818182
base_model.model.backbone.stages.2.blocks.9.ffn.layers,,"(1280, 1408)",1408,1280,1180.7139892578125,0.5387143339629205,146,252,6.336422443389893,23.421049118041992,0.32438239455223083,0.462189257144928,0.5847650766372681,0.6995840668678284,0.8013322949409485,0.10369318181818182
base_model.model.backbone.stages.2.blocks.9.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1180.7139892578125,0.5387143339629205,146,252,6.336422443389893,23.421049118041992,0.32438239455223083,0.462189257144928,0.5847650766372681,0.6995840668678284,0.8013322949409485,0.10369318181818182
base_model.model.backbone.stages.2.blocks.9.ffn,,"(1280, 1408)",1408,1280,1180.7139892578125,0.5387143339629205,146,252,6.336422443389893,23.421049118041992,0.32438239455223083,0.462189257144928,0.5847650766372681,0.6995840668678284,0.8013322949409485,0.10369318181818182
base_model.model.backbone.stages.2.blocks.9,,"(1280, 1408)",1408,1280,1395.3883056640625,0.4540539623732118,212,344,7.186715126037598,29.915212631225586,0.2971772253513336,0.3909529149532318,0.5065292119979858,0.6253104209899902,0.7347159385681152,0.15056818181818182
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.softmax,,"(5120, 32)",32,5120,9.947292767265026e-08,1.572805065780415e-08,32,32,0.009886990301311016,30.735279083251953,0.0016452943673357368,0.0031200661323964596,0.005746195092797279,0.009794358164072037,,1.0
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,9.947292767265026e-08,1.572805065780415e-08,32,32,0.009886990301311016,30.735279083251953,0.0016452943673357368,0.0031200661323964596,0.005746195092797279,0.009794358164072037,,1.0
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,7577.22607421875,0.5950609070310261,220,329,10.39909839630127,47.54412841796875,0.22203418612480164,0.3212456703186035,0.4416561424732208,0.561862587928772,0.6876055598258972,0.15625
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,7577.22607421875,0.5950609070310261,220,329,10.39909839630127,47.54412841796875,0.22203418612480164,0.3212456703186035,0.4416561424732208,0.561862587928772,0.6876055598258972,0.15625
base_model.model.backbone.stages.2.blocks.10.attn.w_msa,,"(5120, 1408)",1408,5120,7577.22607421875,0.5950609070310261,220,329,10.39909839630127,47.54412841796875,0.22203418612480164,0.3212456703186035,0.4416561424732208,0.561862587928772,0.6876055598258972,0.15625
base_model.model.backbone.stages.2.blocks.10.attn.drop,,"(1280, 1408)",1408,1280,3362.73486328125,0.543889532050273,146,232,7.69426155090332,30.606874465942383,0.28380125761032104,0.40119391679763794,0.5383169054985046,0.6653479933738708,0.7819361090660095,0.10369318181818182
base_model.model.backbone.stages.2.blocks.10.attn,,"(1280, 1408)",1408,1280,3362.73486328125,0.543889532050273,146,232,7.69426155090332,30.606874465942383,0.28380125761032104,0.40119391679763794,0.5383169054985046,0.6653479933738708,0.7819361090660095,0.10369318181818182
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,5930.49267578125,0.19091775209149478,107,187,3.6552531719207764,11.121983528137207,0.4411502480506897,0.5334270000457764,0.6400884389877319,0.7443617582321167,0.8404617309570312,0.018998579545454544
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1893.067138671875,0.5629254018138038,207,337,6.596120834350586,27.257322311401367,0.3063587546348572,0.40403735637664795,0.5189072489738464,0.6331366896629333,0.7394397258758545,0.14701704545454544
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,3626.614013671875,24.867430670334212,1,2,1.0758099555969238,1.1560804843902588,0.9768003225326538,1.0,,,,0.125
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,4466.05517578125,4466055175781250.0,1,1,1.0000414848327637,1.0000829696655273,0.999992847442627,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,10767.4716796875,0.3466324976995208,104,184,3.639402389526367,10.954608917236328,0.44525426626205444,0.5402725338935852,0.646932065486908,0.7497115731239319,0.8440138697624207,0.018465909090909092
base_model.model.backbone.stages.2.blocks.10.ffn.activate,,"(1280, 5632)",5632,1280,1009.7269287109375,1.2005048351125693,204,362,6.009638786315918,23.674531936645508,0.31863999366760254,0.4338213801383972,0.5515024065971375,0.6645327210426331,0.7642443180084229,0.03622159090909091
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.2,,"(1280, 5632)",5632,1280,1009.7269287109375,1.2005048351125693,204,362,6.009638786315918,23.674531936645508,0.31863999366760254,0.4338213801383972,0.5515024065971375,0.6645327210426331,0.7642443180084229,0.03622159090909091
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0,,"(1280, 5632)",5632,1280,1009.7269287109375,1.2005048351125693,204,362,6.009638786315918,23.674531936645508,0.31863999366760254,0.4338213801383972,0.5515024065971375,0.6645327210426331,0.7642443180084229,0.03622159090909091
base_model.model.backbone.stages.2.blocks.10.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.32581013441085815,0.45528101921081543,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.09801136363636363
base_model.model.backbone.stages.2.blocks.10.ffn.layers.2,,"(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.32581013441085815,0.45528101921081543,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.09801136363636363
base_model.model.backbone.stages.2.blocks.10.ffn.layers,,"(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.32581013441085815,0.45528101921081543,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.09801136363636363
base_model.model.backbone.stages.2.blocks.10.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.32581013441085815,0.45528101921081543,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.09801136363636363
base_model.model.backbone.stages.2.blocks.10.ffn,,"(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.32581013441085815,0.45528101921081543,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.09801136363636363
base_model.model.backbone.stages.2.blocks.10,,"(1280, 1408)",1408,1280,3869.064453125,1.0528827551311104,195,328,5.513274669647217,20.984193801879883,0.3419164717197418,0.4483436048030853,0.5572397708892822,0.6650093793869019,0.7627188563346863,0.13849431818181818
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.softmax,,"(5120, 32)",32,5120,6.621566228659503e-08,1.0469615353142558e-08,32,32,0.004382365383207798,30.303218841552734,0.000768324127420783,0.0014415591722354293,0.0026169256307184696,0.0043641068041324615,,1.0
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,6.621566228659503e-08,1.0469615353142558e-08,32,32,0.004382365383207798,30.303218841552734,0.000768324127420783,0.0014415591722354293,0.0026169256307184696,0.0043641068041324615,,1.0
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,10372.666015625,0.44199808446593086,160,257,6.606090068817139,25.510412216186523,0.3136844038963318,0.43449482321739197,0.5565871596336365,0.6654511094093323,0.773244321346283,0.11363636363636363
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,10372.666015625,0.44199808446593086,160,257,6.606090068817139,25.510412216186523,0.3136844038963318,0.43449482321739197,0.5565871596336365,0.6654511094093323,0.773244321346283,0.11363636363636363
base_model.model.backbone.stages.2.blocks.11.attn.w_msa,,"(5120, 1408)",1408,5120,10372.666015625,0.44199808446593086,160,257,6.606090068817139,25.510412216186523,0.3136844038963318,0.43449482321739197,0.5565871596336365,0.6654511094093323,0.773244321346283,0.11363636363636363
base_model.model.backbone.stages.2.blocks.11.attn.drop,,"(1280, 1408)",1408,1280,4946.03662109375,0.3847500467003283,115,192,6.10093355178833,21.450454711914062,0.3422597348690033,0.4869387149810791,0.6131515502929688,0.7263795733451843,0.8272829651832581,0.08167613636363637
base_model.model.backbone.stages.2.blocks.11.attn,,"(1280, 1408)",1408,1280,4946.03662109375,0.3847500467003283,115,192,6.10093355178833,21.450454711914062,0.3422597348690033,0.4869387149810791,0.6131515502929688,0.7263795733451843,0.8272829651832581,0.08167613636363637
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,7373.42822265625,0.21336306264320726,121,209,5.317552089691162,17.79864501953125,0.3850690424442291,0.4944719076156616,0.6096026301383972,0.721823513507843,0.8223174810409546,0.021484375
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,3888.412109375,0.9458967680216119,194,325,5.723754405975342,22.084592819213867,0.3334091901779175,0.4426617920398712,0.552520215511322,0.6610536575317383,0.7607018947601318,0.1377840909090909
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,4298.14794921875,31.12912706227385,2,3,1.142369031906128,1.2979673147201538,0.9701666831970215,1.0,,,,0.25
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,5320.0625,5320062500000000.0,1,1,1.000174880027771,1.000349760055542,0.9999827146530151,1.0,1.0,1.0,1.0,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,13009.134765625,0.3764421042851147,119,206,5.339416027069092,17.496761322021484,0.38967132568359375,0.5006426572799683,0.616211473941803,0.7264736294746399,0.8257327675819397,0.021129261363636364
base_model.model.backbone.stages.2.blocks.11.ffn.activate,,"(1280, 5632)",5632,1280,1161.9114990234375,1.2908741085755748,186,343,6.406279563903809,24.351394653320312,0.3216983377933502,0.44066208600997925,0.5699697732925415,0.6888976693153381,0.7860813140869141,0.033025568181818184
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.2,,"(1280, 5632)",5632,1280,1161.9114990234375,1.2908741085755748,186,343,6.406279563903809,24.351394653320312,0.3216983377933502,0.44066208600997925,0.5699697732925415,0.6888976693153381,0.7860813140869141,0.033025568181818184
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0,,"(1280, 5632)",5632,1280,1161.9114990234375,1.2908741085755748,186,343,6.406279563903809,24.351394653320312,0.3216983377933502,0.44066208600997925,0.5699697732925415,0.6888976693153381,0.7860813140869141,0.033025568181818184
base_model.model.backbone.stages.2.blocks.11.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128906,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.08167613636363637
base_model.model.backbone.stages.2.blocks.11.ffn.layers.2,,"(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128906,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.08167613636363637
base_model.model.backbone.stages.2.blocks.11.ffn.layers,,"(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128906,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.08167613636363637
base_model.model.backbone.stages.2.blocks.11.ffn.dropout_layer,,"(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128906,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.08167613636363637
base_model.model.backbone.stages.2.blocks.11.ffn,,"(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128906,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.08167613636363637
base_model.model.backbone.stages.2.blocks.11,,"(1280, 1408)",1408,1280,550.5663452148438,0.7531450275739128,220,351,7.664703369140625,33.88597869873047,0.27431920170783997,0.35937729477882385,0.47345614433288574,0.594770610332489,0.7143625617027283,0.15625
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.softmax,,"(5120, 32)",32,5120,1.8189662398526707e-07,2.8760381175655522e-08,32,32,0.03291378542780876,23.498859405517578,0.00898789893835783,0.014457939192652702,0.02272241935133934,0.03195652738213539,,1.0
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,1.8189662398526707e-07,2.8760381175655522e-08,32,32,0.03291378542780876,23.498859405517578,0.00898789893835783,0.014457939192652702,0.02272241935133934,0.03195652738213539,,1.0
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,2835.8701171875,0.26564927772142144,206,324,2.6450881958007812,6.802359104156494,0.45092639327049255,0.5063005685806274,0.5746053457260132,0.6538438200950623,0.7434152364730835,0.14630681818181818
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,2835.8701171875,0.26564927772142144,206,324,2.6450881958007812,6.802359104156494,0.45092639327049255,0.5063005685806274,0.5746053457260132,0.6538438200950623,0.7434152364730835,0.14630681818181818
base_model.model.backbone.stages.2.blocks.12.attn.w_msa,,"(5120, 1408)",1408,5120,2835.8701171875,0.26564927772142144,206,324,2.6450881958007812,6.802359104156494,0.45092639327049255,0.5063005685806274,0.5746053457260132,0.6538438200950623,0.7434152364730835,0.14630681818181818
base_model.model.backbone.stages.2.blocks.12.attn.drop,,"(1280, 1408)",1408,1280,1374.9385986328125,0.2544443684410556,149,243,2.8732283115386963,7.801879405975342,0.4521648585796356,0.5236390233039856,0.6100420355796814,0.7008587121963501,0.7943334579467773,0.10582386363636363
base_model.model.backbone.stages.2.blocks.12.attn,,"(1280, 1408)",1408,1280,1374.9385986328125,0.2544443684410556,149,243,2.8732283115386963,7.801879405975342,0.4521648585796356,0.5236390233039856,0.6100420355796814,0.7008587121963501,0.7943334579467773,0.10582386363636363
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,3539.0322265625,0.32319689771132004,143,231,7.242670059204102,29.109922409057617,0.2914566397666931,0.3883586823940277,0.5167795419692993,0.650255024433136,0.779068112373352,0.025390625
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,590.3810424804688,0.7030594502548951,224,353,8.359314918518066,38.19660186767578,0.2573814392089844,0.340655118227005,0.4564213752746582,0.580457866191864,0.7046661376953125,0.1590909090909091
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,1027.1011962890625,23.410159625622512,2,2,1.1883788108825684,1.385085940361023,0.9865850806236267,1.0,,,,0.25
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,1530.192138671875,1530192138671875.0,2,2,1.2706974744796753,1.5050578117370605,0.9999563097953796,1.0,1.0,1.0,1.0,0.0003551136363636364
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,4455.00048828125,0.40684634808015024,140,227,7.221713542938232,28.10372543334961,0.30301716923713684,0.39944151043891907,0.526525616645813,0.6577655673027039,0.7840438485145569,0.024857954545454544
base_model.model.backbone.stages.2.blocks.12.ffn.activate,,"(1280, 5632)",5632,1280,412.84796142578125,1.0774684933976941,265,453,8.23543930053711,33.196685791015625,0.2865651249885559,0.39140433073043823,0.5112980008125305,0.627029299736023,0.7301318049430847,0.047052556818181816
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.2,,"(1280, 5632)",5632,1280,412.84796142578125,1.0774684933976941,265,453,8.23543930053711,33.196685791015625,0.2865651249885559,0.39140433073043823,0.5112980008125305,0.627029299736023,0.7301318049430847,0.047052556818181816
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0,,"(1280, 5632)",5632,1280,412.84796142578125,1.0774684933976941,265,453,8.23543930053711,33.196685791015625,0.2865651249885559,0.39140433073043823,0.5112980008125305,0.627029299736023,0.7301318049430847,0.047052556818181816
base_model.model.backbone.stages.2.blocks.12.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,832.0472412109375,0.45553268430975336,155,267,5.166505336761475,18.52140235900879,0.36834099888801575,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.11008522727272728
base_model.model.backbone.stages.2.blocks.12.ffn.layers.2,,"(1280, 1408)",1408,1280,832.0472412109375,0.45553268430975336,155,267,5.166505336761475,18.52140235900879,0.36834099888801575,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.11008522727272728
base_model.model.backbone.stages.2.blocks.12.ffn.layers,,"(1280, 1408)",1408,1280,832.0472412109375,0.45553268430975336,155,267,5.166505336761475,18.52140235900879,0.36834099888801575,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.11008522727272728
base_model.model.backbone.stages.2.blocks.12.ffn.dropout_layer,,"(1280, 1408)",1408,1280,832.0472412109375,0.45553268430975336,155,267,5.166505336761475,18.52140235900879,0.36834099888801575,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.11008522727272728
base_model.model.backbone.stages.2.blocks.12.ffn,,"(1280, 1408)",1408,1280,832.0472412109375,0.45553268430975336,155,267,5.166505336761475,18.52140235900879,0.36834099888801575,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.11008522727272728
base_model.model.backbone.stages.2.blocks.12,,"(1280, 1408)",1408,1280,717.299560546875,0.8085232823817485,217,349,9.23656940460205,39.347801208496094,0.2602130174636841,0.35471823811531067,0.47367045283317566,0.5990123152732849,0.7213019132614136,0.15411931818181818
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.softmax,,"(5120, 32)",32,5120,1.1161115054392212e-07,1.7647272185528128e-08,32,32,0.01241513155400753,26.274734497070312,0.0027906098403036594,0.00498912762850523,0.008512794971466064,0.012272060848772526,,1.0
